epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,335.373,1.79399,1.32687,0.00686,0.58475,0.32082,0.32688,0.17922,2.20119,1.57309,0.01395,0.00133175,0.00133175,0.00133175
29,345.812,1.76172,1.29312,0.00688,0.71501,0.33106,0.31931,0.19249,1.97133,1.51213,0.01224,0.001307,0.001307,0.001307
30,356.361,1.79036,1.24539,0.00691,0.72757,0.31741,0.31005,0.18389,1.96983,1.61688,0.01256,0.00128225,0.00128225,0.00128225
31,367.658,1.77382,1.27638,0.00683,0.699,0.33106,0.31521,0.21311,1.77059,1.49603,0.01042,0.0012575,0.0012575,0.0012575
32,379.657,1.89638,1.32927,0.0073,0.69289,0.31572,0.32417,0.23177,1.74296,1.4773,0.0096,0.00123275,0.00123275,0.00123275
33,392.318,1.84082,1.27351,0.00699,0.71639,0.30034,0.30836,0.20326,1.87837,1.50887,0.01033,0.001208,0.001208,0.001208
34,404.407,1.87528,1.29408,0.0069,0.70678,0.31741,0.32828,0.17163,2.25725,1.53022,0.01389,0.00118325,0.00118325,0.00118325
35,416.062,1.80008,1.23138,0.00716,0.73155,0.33447,0.33929,0.22184,1.87795,1.40081,0.01093,0.0011585,0.0011585,0.0011585
36,427.597,1.76633,1.22438,0.00701,0.71758,0.28617,0.30144,0.15607,2.29867,1.7573,0.01381,0.00113375,0.00113375,0.00113375
37,438.762,1.79864,1.23183,0.0063,0.68433,0.2901,0.29729,0.17982,2.09021,1.643,0.01209,0.001109,0.001109,0.001109
38,451.23,1.86415,1.26441,0.00696,0.72966,0.32423,0.3306,0.19192,2.21198,1.44726,0.01298,0.00108425,0.00108425,0.00108425
39,463.371,1.81877,1.19976,0.00632,0.7033,0.32082,0.33932,0.21587,1.96969,1.46805,0.01074,0.0010595,0.0010595,0.0010595
40,475.119,1.84895,1.229,0.0066,0.77461,0.33447,0.33225,0.20205,2.1077,1.55571,0.0118,0.00103475,0.00103475,0.00103475
41,485.65,1.82758,1.17527,0.00688,0.74136,0.31058,0.32753,0.17391,2.32385,1.56114,0.01342,0.00101,0.00101,0.00101
42,495.973,1.81144,1.20807,0.00664,0.67866,0.31741,0.3012,0.1906,1.97461,1.63783,0.01093,0.00098525,0.00098525,0.00098525
43,506.839,1.74465,1.14549,0.00703,0.73526,0.31058,0.31624,0.20471,1.99556,1.45539,0.01069,0.0009605,0.0009605,0.0009605
44,526.607,1.83814,1.24885,0.0066,0.71145,0.30034,0.32474,0.19219,2.08275,1.59916,0.01165,0.00093575,0.00093575,0.00093575
45,537.995,1.82278,1.2378,0.0065,0.66681,0.32423,0.33128,0.18873,2.14662,1.54493,0.01278,0.000911,0.000911,0.000911
46,548.465,1.66149,1.12754,0.00595,0.76129,0.29693,0.31449,0.20845,1.87475,1.53201,0.00994,0.00088625,0.00088625,0.00088625
47,560.655,1.75592,1.17364,0.00652,0.6365,0.28669,0.30415,0.18564,1.98969,1.65301,0.01096,0.0008615,0.0008615,0.0008615
48,573.125,1.77687,1.14823,0.00614,0.68435,0.33298,0.34493,0.21089,2.08664,1.46713,0.01139,0.00083675,0.00083675,0.00083675
49,584.777,1.763,1.21017,0.00609,0.73226,0.30375,0.32099,0.19551,2.06657,1.54159,0.01187,0.000812,0.000812,0.000812
50,595.858,1.72521,1.13282,0.00613,0.67141,0.32423,0.33361,0.20271,2.03501,1.49391,0.01174,0.00078725,0.00078725,0.00078725
51,607.44,1.74249,1.20366,0.00586,0.70784,0.32765,0.33474,0.20043,2.06286,1.63085,0.01114,0.0007625,0.0007625,0.0007625
52,620.28,1.70745,1.0934,0.00629,0.76158,0.32082,0.33942,0.19499,2.17094,1.58579,0.01236,0.00073775,0.00073775,0.00073775
53,633.096,1.73866,1.09205,0.00635,0.69037,0.33483,0.35409,0.21241,2.08137,1.46086,0.01169,0.000713,0.000713,0.000713
54,645.292,1.68899,1.13344,0.00602,0.67138,0.32773,0.3326,0.21605,1.97428,1.50458,0.01007,0.00068825,0.00068825,0.00068825
55,657.765,1.79338,1.13097,0.00629,0.72962,0.32423,0.35016,0.18914,2.28274,1.52764,0.01336,0.0006635,0.0006635,0.0006635
56,669.024,1.71007,1.16301,0.00611,0.67772,0.30375,0.33661,0.18302,2.21254,1.56363,0.01282,0.00063875,0.00063875,0.00063875
57,679.339,1.7807,1.1421,0.00655,0.68396,0.30285,0.32775,0.19806,2.04725,1.53386,0.01091,0.000614,0.000614,0.000614
58,689.762,1.77918,1.17582,0.00597,0.75903,0.32082,0.35428,0.21376,2.06759,1.49717,0.01152,0.00058925,0.00058925,0.00058925
59,700.2,1.70387,1.08354,0.00573,0.68243,0.33447,0.35631,0.20325,2.15057,1.40997,0.01274,0.0005645,0.0005645,0.0005645
60,710.77,1.70461,1.11664,0.00601,0.74326,0.32082,0.34645,0.21584,2.06251,1.52477,0.01158,0.00053975,0.00053975,0.00053975
61,721.259,1.67039,1.08407,0.00589,0.76562,0.32332,0.35247,0.22716,1.93922,1.44558,0.0101,0.000515,0.000515,0.000515
62,732.333,1.72599,1.10294,0.00619,0.69514,0.31058,0.33514,0.18888,2.24205,1.63426,0.01281,0.00049025,0.00049025,0.00049025
63,744.343,1.65224,1.0945,0.00566,0.70982,0.31741,0.34029,0.20329,2.13963,1.49829,0.01209,0.0004655,0.0004655,0.0004655
64,754.774,1.70431,1.11531,0.00562,0.69451,0.33447,0.35232,0.21488,2.0672,1.43858,0.01128,0.00044075,0.00044075,0.00044075
65,765.21,1.69934,1.10382,0.00563,0.71351,0.33106,0.34747,0.19277,2.18481,1.57086,0.0128,0.000416,0.000416,0.000416
66,775.758,1.66835,1.06535,0.00558,0.70874,0.34471,0.36868,0.23127,2.08559,1.32489,0.01068,0.00039125,0.00039125,0.00039125
67,786.138,1.6764,1.07843,0.00557,0.77609,0.32423,0.36508,0.20683,2.27766,1.41601,0.01224,0.0003665,0.0003665,0.0003665
68,796.534,1.65437,1.06948,0.00543,0.75607,0.32082,0.34749,0.20359,2.18445,1.56093,0.01198,0.00034175,0.00034175,0.00034175
69,806.987,1.66713,1.0657,0.00554,0.75286,0.30152,0.33379,0.18642,2.28852,1.62826,0.01301,0.000317,0.000317,0.000317
70,817.427,1.7663,1.12713,0.00578,0.76528,0.33106,0.36664,0.20217,2.2041,1.45765,0.01242,0.00029225,0.00029225,0.00029225
71,838.436,1.71569,1.1139,0.00591,0.74726,0.333,0.36862,0.21251,2.17842,1.4595,0.01202,0.0002675,0.0002675,0.0002675
72,848.599,1.6563,1.09242,0.00574,0.79851,0.32423,0.36005,0.2152,2.13783,1.50581,0.01162,0.00024275,0.00024275,0.00024275
73,860.081,1.59075,1.08769,0.00551,0.74388,0.32423,0.3522,0.19783,2.26709,1.56498,0.01279,0.000218,0.000218,0.000218
74,870.481,1.62641,1.0552,0.00541,0.79403,0.32082,0.36024,0.19695,2.34731,1.53317,0.01335,0.00019325,0.00019325,0.00019325
75,880.808,1.57068,1.05608,0.00552,0.81247,0.31741,0.37382,0.20794,2.25295,1.44448,0.01236,0.0001685,0.0001685,0.0001685
76,891.112,1.55043,1.03725,0.00534,0.82497,0.31741,0.36284,0.20353,2.24108,1.4989,0.01252,0.00014375,0.00014375,0.00014375
77,901.286,1.52365,0.99913,0.00526,0.79862,0.31741,0.35684,0.19613,2.30017,1.55264,0.01304,0.000119,0.000119,0.000119
78,912.104,1.59653,1.03909,0.00517,0.78249,0.32423,0.35293,0.1955,2.26839,1.57864,0.01281,9.425e-05,9.425e-05,9.425e-05
79,922.454,1.60765,1.10499,0.00518,0.7922,0.32082,0.35235,0.19408,2.28213,1.57251,0.01297,6.95e-05,6.95e-05,6.95e-05
80,932.771,1.4845,1.01378,0.00498,0.79321,0.32082,0.35385,0.19735,2.2684,1.55363,0.01287,4.475e-05,4.475e-05,4.475e-05
