epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,309.84,1.32409,0.73879,0.00721,0.97324,0.83034,0.88936,0.64401,1.08708,0.38204,0.00995,0.0012476,0.0012476,0.0012476
40,316.972,1.23572,0.63816,0.00698,0.95902,0.84475,0.89218,0.52322,1.62537,0.4932,0.01706,0.0012278,0.0012278,0.0012278
41,324.178,1.26835,0.70556,0.00636,0.96128,0.85388,0.88558,0.54431,1.42038,0.51207,0.01487,0.001208,0.001208,0.001208
42,331.318,1.3487,0.7421,0.0067,0.97271,0.84018,0.8723,0.56613,1.39206,0.48647,0.01361,0.0011882,0.0011882,0.0011882
43,338.436,1.25391,0.6802,0.00681,0.97233,0.80238,0.86797,0.52841,1.54129,0.54103,0.01566,0.0011684,0.0011684,0.0011684
44,345.686,1.24483,0.73084,0.00709,0.99016,0.82192,0.88843,0.62642,1.16581,0.42295,0.01059,0.0011486,0.0011486,0.0011486
45,352.883,1.20885,0.63927,0.00643,0.97623,0.83105,0.88439,0.58391,1.18519,0.43011,0.01223,0.0011288,0.0011288,0.0011288
46,360.102,1.28909,0.686,0.00693,0.97155,0.84018,0.89171,0.65117,1.09393,0.38321,0.01021,0.001109,0.001109,0.001109
47,367.316,1.22072,0.64883,0.00661,0.96946,0.81735,0.88806,0.65582,1.12545,0.39569,0.00993,0.0010892,0.0010892,0.0010892
48,374.536,1.31894,0.71577,0.0067,0.96803,0.82961,0.88167,0.57752,1.31753,0.4807,0.01227,0.0010694,0.0010694,0.0010694
49,381.648,1.22508,0.64581,0.00647,0.96027,0.83105,0.88047,0.60964,1.20407,0.45126,0.01115,0.0010496,0.0010496,0.0010496
50,388.88,1.25704,0.702,0.00614,0.97813,0.80822,0.88252,0.60178,1.2695,0.445,0.01203,0.0010298,0.0010298,0.0010298
51,396.158,1.25455,0.70844,0.00649,0.94287,0.83562,0.86513,0.56768,1.37736,0.6366,0.0126,0.00101,0.00101,0.00101
52,403.468,1.237,0.6624,0.00682,0.95914,0.82192,0.86696,0.57485,1.35465,0.59563,0.01351,0.0009902,0.0009902,0.0009902
53,410.805,1.17229,0.67539,0.00627,0.96277,0.82652,0.88114,0.5832,1.34199,0.47322,0.0126,0.0009704,0.0009704,0.0009704
54,418.075,1.22076,0.69442,0.00584,0.96319,0.83644,0.88293,0.56163,1.43566,0.47792,0.01431,0.0009506,0.0009506,0.0009506
55,425.404,1.19068,0.67723,0.00641,0.96306,0.83327,0.88759,0.55582,1.39374,0.46493,0.01372,0.0009308,0.0009308,0.0009308
56,432.657,1.14554,0.62431,0.00571,0.98906,0.82539,0.88876,0.63774,1.1709,0.39388,0.01045,0.000911,0.000911,0.000911
57,441.074,1.20086,0.66528,0.00554,0.98572,0.82648,0.89147,0.61347,1.25734,0.42472,0.01235,0.0008912,0.0008912,0.0008912
58,449.804,1.20066,0.66091,0.00601,0.97346,0.83755,0.89158,0.61498,1.23271,0.39846,0.01221,0.0008714,0.0008714,0.0008714
59,458.583,1.24017,0.64318,0.00639,0.96806,0.8304,0.87863,0.60295,1.25783,0.469,0.01238,0.0008516,0.0008516,0.0008516
60,467.236,1.18961,0.7,0.0064,0.98237,0.81735,0.88345,0.54888,1.36785,0.46189,0.01319,0.0008318,0.0008318,0.0008318
61,474.913,1.10707,0.62225,0.00538,0.98906,0.82541,0.88134,0.56837,1.38517,0.49004,0.01359,0.000812,0.000812,0.000812
62,482.124,1.10266,0.59906,0.00578,0.97333,0.83331,0.8828,0.59678,1.27066,0.4392,0.01226,0.0007922,0.0007922,0.0007922
63,489.342,1.1419,0.63779,0.00591,0.97319,0.82869,0.8745,0.56398,1.31398,0.46681,0.0125,0.0007724,0.0007724,0.0007724
64,496.481,1.14701,0.62209,0.00563,0.97422,0.83105,0.89466,0.60619,1.27186,0.44508,0.01183,0.0007526,0.0007526,0.0007526
65,503.616,1.13181,0.61204,0.00569,0.97738,0.83562,0.89165,0.6547,1.08625,0.38508,0.00955,0.0007328,0.0007328,0.0007328
66,510.774,1.16853,0.62421,0.00587,0.94387,0.84932,0.89268,0.66644,1.10125,0.40735,0.00968,0.000713,0.000713,0.000713
67,518.199,1.17969,0.61257,0.00571,0.94567,0.84018,0.8936,0.76456,0.73713,0.32061,0.00547,0.0006932,0.0006932,0.0006932
68,525.532,1.16945,0.64336,0.00532,0.97332,0.83304,0.89375,0.71782,0.87887,0.36011,0.00699,0.0006734,0.0006734,0.0006734
69,532.762,1.12844,0.61304,0.00551,0.94432,0.85181,0.89844,0.72454,0.88122,0.33321,0.0068,0.0006536,0.0006536,0.0006536
70,539.98,1.19168,0.65198,0.00502,0.9711,0.83105,0.89189,0.6627,1.10387,0.38687,0.00925,0.0006338,0.0006338,0.0006338
71,547.233,1.02772,0.56295,0.00514,0.9633,0.83903,0.89643,0.6364,1.2286,0.42781,0.01045,0.000614,0.000614,0.000614
72,554.59,1.1017,0.60659,0.00536,0.97643,0.83562,0.8933,0.70558,0.98122,0.34623,0.00811,0.0005942,0.0005942,0.0005942
73,561.819,1.10467,0.6251,0.00556,0.97067,0.83562,0.89349,0.71818,0.93046,0.34955,0.00732,0.0005744,0.0005744,0.0005744
74,569.121,1.10949,0.62153,0.00572,0.95339,0.84058,0.89271,0.72533,0.85735,0.33209,0.00704,0.0005546,0.0005546,0.0005546
75,576.563,1.08905,0.59479,0.00541,0.96698,0.84932,0.89427,0.67123,1.05373,0.39742,0.00941,0.0005348,0.0005348,0.0005348
76,583.86,1.09846,0.57702,0.00542,0.93872,0.86301,0.89674,0.62981,1.23874,0.43118,0.01096,0.000515,0.000515,0.000515
77,591.109,1.07827,0.57718,0.00535,0.94204,0.85388,0.89845,0.6841,1.04,0.36793,0.00923,0.0004952,0.0004952,0.0004952
78,598.455,1.05228,0.56089,0.00517,0.98841,0.83562,0.8975,0.66609,1.07375,0.38486,0.00914,0.0004754,0.0004754,0.0004754
79,605.717,1.0679,0.57551,0.00463,0.93934,0.86301,0.9022,0.68878,1.01782,0.37569,0.0086,0.0004556,0.0004556,0.0004556
80,612.968,1.10668,0.60164,0.00498,0.96939,0.84475,0.9001,0.71636,0.90009,0.34755,0.00714,0.0004358,0.0004358,0.0004358
81,620.383,1.02606,0.54724,0.00499,0.96906,0.83105,0.89509,0.68191,1.03718,0.38474,0.00831,0.000416,0.000416,0.000416
82,627.695,1.04904,0.55317,0.0051,0.97459,0.83562,0.90061,0.74784,0.81355,0.32023,0.00632,0.0003962,0.0003962,0.0003962
83,634.915,1.02891,0.58497,0.00494,0.96867,0.84701,0.90579,0.72267,0.91223,0.3444,0.00717,0.0003764,0.0003764,0.0003764
84,642.21,1.01969,0.53404,0.00491,0.96359,0.84586,0.90128,0.7457,0.82562,0.33069,0.0063,0.0003566,0.0003566,0.0003566
85,649.545,1.07222,0.5613,0.00479,0.98385,0.83446,0.89942,0.70636,0.96809,0.358,0.00763,0.0003368,0.0003368,0.0003368
86,656.858,1.06317,0.58588,0.00478,0.98375,0.82955,0.90194,0.73447,0.84733,0.33556,0.00683,0.000317,0.000317,0.000317
87,664.069,0.98748,0.52875,0.00507,0.95823,0.83812,0.9022,0.7471,0.80394,0.31413,0.0061,0.0002972,0.0002972,0.0002972
88,671.498,1.05099,0.56816,0.00464,0.94228,0.85845,0.90243,0.73302,0.87947,0.33415,0.00678,0.0002774,0.0002774,0.0002774
89,678.796,1.03848,0.5686,0.00459,0.97872,0.83986,0.90049,0.72924,0.87825,0.33997,0.00702,0.0002576,0.0002576,0.0002576
90,686.073,1.06208,0.57009,0.00452,0.96035,0.85388,0.90306,0.74874,0.80866,0.30827,0.00602,0.0002378,0.0002378,0.0002378
91,704.161,0.99541,0.53717,0.00515,0.98382,0.84475,0.90342,0.72685,0.91665,0.34479,0.00741,0.000218,0.000218,0.000218
92,711.171,0.94659,0.49788,0.00466,0.98769,0.84018,0.9042,0.73167,0.8932,0.34305,0.00729,0.0001982,0.0001982,0.0001982
93,719.227,0.97864,0.51631,0.00486,0.99458,0.83844,0.90369,0.75448,0.80529,0.32471,0.00605,0.0001784,0.0001784,0.0001784
94,727.786,0.93076,0.51241,0.00467,0.98906,0.83562,0.90416,0.74433,0.83929,0.32664,0.00644,0.0001586,0.0001586,0.0001586
95,736.36,0.91553,0.49102,0.00433,0.98916,0.83337,0.90376,0.73038,0.88821,0.33979,0.00702,0.0001388,0.0001388,0.0001388
96,744.951,0.87917,0.50023,0.00423,0.98204,0.84018,0.90231,0.76005,0.78199,0.31138,0.00581,0.000119,0.000119,0.000119
97,753.546,0.93088,0.48546,0.0043,0.97675,0.84018,0.9021,0.75281,0.80788,0.32798,0.00589,9.92e-05,9.92e-05,9.92e-05
98,762.161,0.95812,0.51417,0.00457,0.98633,0.83562,0.90137,0.7251,0.90966,0.3577,0.00696,7.94e-05,7.94e-05,7.94e-05
99,770.788,0.8922,0.46186,0.00438,0.98726,0.84018,0.90206,0.75889,0.78595,0.32081,0.00581,5.96e-05,5.96e-05,5.96e-05
100,779.357,0.88006,0.45765,0.00444,0.98817,0.84018,0.90167,0.76811,0.74545,0.31114,0.00547,3.98e-05,3.98e-05,3.98e-05
