epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,1109.49,1.88057,1.31109,0.0051,0.77974,0.35495,0.384,0.2638,2.13086,1.63121,0.00809,0.00103829,0.00103829,0.00103829
87,1122.46,1.70179,1.20892,0.00491,0.67357,0.35836,0.38078,0.27218,2.04263,1.60237,0.00725,0.00102697,0.00102697,0.00102697
88,1135.42,1.86292,1.3417,0.00484,0.77541,0.34812,0.37723,0.2649,2.1393,1.60473,0.0079,0.00101566,0.00101566,0.00101566
89,1148.15,1.76051,1.26265,0.00476,0.7258,0.35154,0.37916,0.23793,2.26456,1.69344,0.00852,0.00100434,0.00100434,0.00100434
90,1160.9,1.89819,1.36176,0.0052,0.77875,0.31741,0.36647,0.21724,2.39149,1.76889,0.00936,0.000993029,0.000993029,0.000993029
91,1173.67,1.86143,1.28213,0.00496,0.73583,0.35175,0.38746,0.24906,2.2303,1.65335,0.00833,0.000981714,0.000981714,0.000981714
92,1187.87,1.81236,1.23691,0.00464,0.79795,0.33447,0.37736,0.24271,2.24819,1.66438,0.00848,0.0009704,0.0009704,0.0009704
93,1201.42,1.85247,1.36398,0.00477,0.77517,0.33788,0.36534,0.2762,2.01125,1.67911,0.00632,0.000959086,0.000959086,0.000959086
94,1214.23,1.79412,1.29419,0.00499,0.82628,0.35713,0.39485,0.23975,2.30176,1.5789,0.00896,0.000947771,0.000947771,0.000947771
95,1226.98,1.72398,1.19792,0.00497,0.76008,0.37201,0.40416,0.28057,2.13611,1.53435,0.0069,0.000936457,0.000936457,0.000936457
96,1239.67,1.83925,1.2934,0.00454,0.8115,0.34812,0.37991,0.24598,2.16937,1.7896,0.00794,0.000925143,0.000925143,0.000925143
97,1252.42,1.83368,1.26211,0.00461,0.75048,0.36955,0.39605,0.25897,2.20829,1.63893,0.0082,0.000913829,0.000913829,0.000913829
98,1265.09,1.71504,1.21827,0.00467,0.76969,0.3413,0.37626,0.26863,2.05824,1.68212,0.00713,0.000902514,0.000902514,0.000902514
99,1277.75,1.7975,1.32695,0.00455,0.81903,0.33982,0.36772,0.25771,2.10065,1.70913,0.00744,0.0008912,0.0008912,0.0008912
100,1290.42,1.69123,1.2147,0.00421,0.74918,0.367,0.38705,0.25564,2.17857,1.61464,0.00817,0.000879886,0.000879886,0.000879886
101,1303.06,1.76909,1.21513,0.00481,0.72115,0.34424,0.35477,0.26819,2.05274,1.76929,0.00683,0.000868571,0.000868571,0.000868571
102,1315.7,1.73238,1.28301,0.00475,0.77295,0.36018,0.38131,0.26983,2.08106,1.62649,0.00716,0.000857257,0.000857257,0.000857257
103,1328.36,1.71512,1.17051,0.00474,0.76041,0.35495,0.38458,0.27846,2.13208,1.59108,0.00713,0.000845943,0.000845943,0.000845943
104,1341.03,1.73847,1.22175,0.00433,0.74713,0.35154,0.37398,0.28381,2.05529,1.64427,0.00666,0.000834629,0.000834629,0.000834629
105,1353.76,1.75678,1.18518,0.00451,0.78737,0.33447,0.36084,0.27665,2.05303,1.67724,0.00674,0.000823314,0.000823314,0.000823314
106,1366.44,1.77384,1.18477,0.00424,0.81059,0.34471,0.37991,0.29349,2.03702,1.60641,0.00654,0.000812,0.000812,0.000812
107,1379.16,1.7517,1.17224,0.00484,0.72503,0.36177,0.37077,0.28139,1.99694,1.67523,0.0065,0.000800686,0.000800686,0.000800686
108,1391.86,1.67891,1.12833,0.00442,0.75995,0.3413,0.3659,0.26329,2.091,1.71226,0.00713,0.000789371,0.000789371,0.000789371
109,1404.57,1.66279,1.13336,0.00437,0.80672,0.35154,0.38088,0.26599,2.15326,1.64454,0.00752,0.000778057,0.000778057,0.000778057
110,1417.24,1.743,1.16814,0.00426,0.81324,0.3413,0.37341,0.27918,2.13908,1.70524,0.00685,0.000766743,0.000766743,0.000766743
111,1429.89,1.71931,1.14894,0.00457,0.73265,0.34812,0.37752,0.26317,2.16285,1.68417,0.00749,0.000755429,0.000755429,0.000755429
112,1442.54,1.68485,1.1518,0.00446,0.74729,0.36334,0.39456,0.27134,2.09616,1.68152,0.0071,0.000744114,0.000744114,0.000744114
113,1455.29,1.74486,1.17827,0.00452,0.73487,0.35495,0.3873,0.2823,1.99938,1.66915,0.00627,0.0007328,0.0007328,0.0007328
114,1467.99,1.68839,1.18394,0.00452,0.74315,0.36177,0.36824,0.28454,1.95534,1.65784,0.00604,0.000721486,0.000721486,0.000721486
115,1480.69,1.8159,1.24966,0.00444,0.78572,0.3379,0.37235,0.24737,2.1539,1.79471,0.00769,0.000710171,0.000710171,0.000710171
116,1493.36,1.66779,1.13496,0.00428,0.71191,0.36177,0.38192,0.27979,2.03006,1.67394,0.00658,0.000698857,0.000698857,0.000698857
117,1506.13,1.7131,1.15025,0.0043,0.79296,0.33788,0.37741,0.28479,1.96541,1.59539,0.00614,0.000687543,0.000687543,0.000687543
118,1518.82,1.73453,1.18389,0.00438,0.69892,0.3686,0.38902,0.26812,2.11612,1.63963,0.007,0.000676229,0.000676229,0.000676229
119,1532.07,1.78367,1.30748,0.00421,0.69446,0.36519,0.3939,0.29076,1.98199,1.5821,0.00629,0.000664914,0.000664914,0.000664914
120,1544.73,1.70127,1.1793,0.0044,0.80787,0.34443,0.38058,0.27907,2.01872,1.67161,0.0067,0.0006536,0.0006536,0.0006536
121,1557.43,1.72168,1.16722,0.00425,0.81514,0.36119,0.385,0.29437,1.91839,1.67221,0.00603,0.000642286,0.000642286,0.000642286
122,1570.13,1.63092,1.13569,0.0039,0.76848,0.35154,0.37236,0.2839,2.00179,1.73997,0.00656,0.000630971,0.000630971,0.000630971
123,1582.84,1.72342,1.20961,0.00428,0.77656,0.35495,0.38482,0.29019,1.9728,1.61376,0.00624,0.000619657,0.000619657,0.000619657
124,1595.51,1.61451,1.09339,0.00397,0.768,0.35154,0.3775,0.29513,1.95205,1.63588,0.00592,0.000608343,0.000608343,0.000608343
125,1608.21,1.63806,1.08935,0.00407,0.74609,0.35495,0.38236,0.28535,2.00067,1.6534,0.00646,0.000597029,0.000597029,0.000597029
126,1620.87,1.69798,1.14048,0.0039,0.85316,0.3413,0.38555,0.29187,1.95648,1.65108,0.00607,0.000585714,0.000585714,0.000585714
127,1633.53,1.65009,1.05688,0.00423,0.76204,0.35154,0.38439,0.2727,2.06138,1.65249,0.00674,0.0005744,0.0005744,0.0005744
128,1646.18,1.628,1.09385,0.0042,0.75182,0.36177,0.38388,0.27691,2.06018,1.65055,0.00681,0.000563086,0.000563086,0.000563086
129,1658.85,1.5694,1.03116,0.00387,0.85844,0.32423,0.37328,0.27346,2.08886,1.6426,0.00677,0.000551771,0.000551771,0.000551771
130,1671.52,1.68578,1.16095,0.0042,0.83937,0.33887,0.3846,0.28186,2.0303,1.64198,0.00633,0.000540457,0.000540457,0.000540457
131,1684.2,1.64362,1.09869,0.00381,0.82869,0.32765,0.36662,0.27404,2.07436,1.71975,0.00651,0.000529143,0.000529143,0.000529143
132,1696.85,1.6226,1.0709,0.00405,0.82028,0.32714,0.36595,0.2698,2.0802,1.77637,0.00661,0.000517829,0.000517829,0.000517829
133,1709.55,1.63054,1.10433,0.00413,0.79855,0.35154,0.3964,0.30338,1.91938,1.63321,0.00562,0.000506514,0.000506514,0.000506514
134,1722.34,1.64718,1.12,0.00388,0.77812,0.35908,0.38606,0.28621,1.99127,1.65994,0.00619,0.0004952,0.0004952,0.0004952
135,1734.99,1.65307,1.10346,0.00388,0.82513,0.34471,0.3897,0.27646,2.04682,1.67863,0.00685,0.000483886,0.000483886,0.000483886
136,1747.69,1.66758,1.11247,0.00405,0.76908,0.36375,0.3847,0.28795,1.96994,1.69516,0.00614,0.000472571,0.000472571,0.000472571
137,1760.4,1.56003,1.02169,0.00388,0.7999,0.33447,0.36972,0.28457,1.98173,1.7623,0.00615,0.000461257,0.000461257,0.000461257
138,1773.07,1.58484,1.08384,0.00364,0.79613,0.3686,0.38306,0.27546,2.05018,1.73415,0.00673,0.000449943,0.000449943,0.000449943
139,1785.77,1.73548,1.18041,0.00406,0.75947,0.37201,0.38271,0.29269,1.93994,1.66605,0.00586,0.000438629,0.000438629,0.000438629
140,1798.49,1.61595,1.11217,0.00377,0.75228,0.3835,0.39402,0.27641,2.04387,1.69895,0.00674,0.000427314,0.000427314,0.000427314
141,1811.17,1.63836,1.08378,0.00393,0.76618,0.38225,0.39771,0.29601,1.99158,1.63283,0.00619,0.000416,0.000416,0.000416
142,1823.85,1.49884,0.97785,0.00385,0.75277,0.36519,0.38439,0.27687,2.06409,1.73271,0.00686,0.000404686,0.000404686,0.000404686
143,1836.49,1.56821,1.01494,0.00375,0.77872,0.36177,0.38771,0.29543,1.96709,1.66448,0.00595,0.000393371,0.000393371,0.000393371
144,1849.17,1.61329,1.02496,0.00397,0.74707,0.35836,0.37117,0.27615,2.07282,1.7833,0.00649,0.000382057,0.000382057,0.000382057
145,1861.89,1.56376,1.07715,0.00367,0.8054,0.33788,0.36631,0.28115,2.0354,1.76726,0.00632,0.000370743,0.000370743,0.000370743
146,1874.62,1.57532,1.02152,0.00357,0.73789,0.34812,0.36434,0.26759,2.10019,1.86838,0.00701,0.000359429,0.000359429,0.000359429
147,1887.29,1.56861,1.04832,0.00377,0.75406,0.35579,0.37472,0.29112,1.96907,1.77899,0.00596,0.000348114,0.000348114,0.000348114
148,1899.95,1.60136,1.06875,0.00389,0.79012,0.34812,0.37988,0.28451,2.03194,1.69476,0.00633,0.0003368,0.0003368,0.0003368
149,1912.64,1.61493,1.03701,0.00393,0.71846,0.36519,0.3795,0.29167,1.98824,1.68951,0.00615,0.000325486,0.000325486,0.000325486
150,1925.38,1.68163,1.08508,0.00394,0.758,0.37417,0.39323,0.29449,2.02928,1.63702,0.00615,0.000314171,0.000314171,0.000314171
151,1938.07,1.61975,1.07185,0.00371,0.78765,0.37201,0.38689,0.30406,1.97104,1.57681,0.00582,0.000302857,0.000302857,0.000302857
152,1950.79,1.61497,1.08553,0.00355,0.78693,0.35495,0.38173,0.29723,1.98772,1.76323,0.00614,0.000291543,0.000291543,0.000291543
153,1963.5,1.5543,0.96281,0.0036,0.84225,0.3413,0.38551,0.29249,2.00115,1.74959,0.00607,0.000280229,0.000280229,0.000280229
154,1976.15,1.5453,0.98306,0.00375,0.77381,0.35029,0.38001,0.28927,2.0326,1.83047,0.00624,0.000268914,0.000268914,0.000268914
155,1988.82,1.55325,1.02962,0.00352,0.72614,0.34389,0.36184,0.2762,2.02455,1.88825,0.00647,0.0002576,0.0002576,0.0002576
156,2001.48,1.56082,1.0411,0.00358,0.80501,0.32082,0.35806,0.27725,2.00995,1.85778,0.00621,0.000246286,0.000246286,0.000246286
157,2014.12,1.57941,1.06011,0.00373,0.80525,0.33868,0.37513,0.28134,2.02371,1.83793,0.00609,0.000234971,0.000234971,0.000234971
158,2026.77,1.58789,1.0378,0.00368,0.81461,0.3413,0.37768,0.28879,1.97643,1.77896,0.0058,0.000223657,0.000223657,0.000223657
159,2039.45,1.56922,1.05924,0.00357,0.80224,0.34614,0.37835,0.29294,1.93398,1.7997,0.00566,0.000212343,0.000212343,0.000212343
160,2052.11,1.54904,1.02967,0.00365,0.78883,0.35698,0.37987,0.29114,1.9678,1.78918,0.00602,0.000201029,0.000201029,0.000201029
161,2064.79,1.62843,1.07772,0.00369,0.80063,0.35495,0.38702,0.28946,1.98681,1.70399,0.00617,0.000189714,0.000189714,0.000189714
162,2077.95,1.62128,1.07475,0.00372,0.80434,0.35077,0.38087,0.29603,1.9724,1.65353,0.00589,0.0001784,0.0001784,0.0001784
163,2091.27,1.5849,1.03451,0.00351,0.79024,0.35836,0.38232,0.29746,1.95645,1.70178,0.00571,0.000167086,0.000167086,0.000167086
164,2103.99,1.54347,1.00359,0.00348,0.7838,0.35836,0.38437,0.29951,1.94862,1.72227,0.00557,0.000155771,0.000155771,0.000155771
165,2116.64,1.5488,1.01245,0.0036,0.82917,0.34789,0.38476,0.29858,1.96373,1.70151,0.00571,0.000144457,0.000144457,0.000144457
166,2140.01,1.54889,1.06986,0.00365,0.86816,0.33713,0.38145,0.29474,1.96034,1.71441,0.00585,0.000133143,0.000133143,0.000133143
167,2152.57,1.54361,1.06675,0.00366,0.80877,0.36087,0.38378,0.30157,1.93784,1.76107,0.00557,0.000121829,0.000121829,0.000121829
168,2165.15,1.52524,1.08254,0.00362,0.78935,0.35836,0.38505,0.30297,1.92596,1.73306,0.00549,0.000110514,0.000110514,0.000110514
169,2177.75,1.53371,1.04244,0.00349,0.79136,0.35495,0.38423,0.29421,1.97453,1.70575,0.00584,9.92e-05,9.92e-05,9.92e-05
170,2190.29,1.52942,1.02104,0.00369,0.79351,0.35154,0.38378,0.29108,1.99119,1.68875,0.00601,8.78857e-05,8.78857e-05,8.78857e-05
171,2202.85,1.52752,1.04724,0.00351,0.79637,0.36177,0.39016,0.29592,1.97161,1.67857,0.00583,7.65714e-05,7.65714e-05,7.65714e-05
172,2215.41,1.54519,1.04409,0.00366,0.80433,0.35836,0.39322,0.30155,1.94554,1.68706,0.00564,6.52571e-05,6.52571e-05,6.52571e-05
173,2228.01,1.55783,1.07038,0.00355,0.80911,0.36165,0.39097,0.29926,1.95275,1.68962,0.00571,5.39429e-05,5.39429e-05,5.39429e-05
174,2240.58,1.5432,1.07837,0.00341,0.82661,0.35797,0.38625,0.29609,1.9774,1.67679,0.00587,4.26286e-05,4.26286e-05,4.26286e-05
175,2253.16,1.54625,1.07178,0.0036,0.81081,0.35104,0.38391,0.29413,1.98524,1.6869,0.0059,3.13143e-05,3.13143e-05,3.13143e-05
