epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,15.3731,0.85963,1.04502,0.93068,0.99409,1,0.995,0.93922,0.39061,0.83622,0.79257,0.00123512,0.00123512,0.00123512
21,16.0159,0.95379,1.12993,0.95685,0.99329,1,0.995,0.96504,0.38963,0.7764,0.79198,0.001208,0.001208,0.001208
22,16.6451,0.84255,1.06504,0.966,0.99301,1,0.995,0.93546,0.36683,0.70046,0.78581,0.0011684,0.0011684,0.0011684
23,17.2954,0.95703,1.13219,0.95525,0.99356,1,0.995,0.93904,0.38625,0.66458,0.78534,0.0011288,0.0011288,0.0011288
24,17.965,0.92013,1.07299,0.94738,0.98833,1,0.995,0.98502,0.30422,0.68227,0.77793,0.0010892,0.0010892,0.0010892
25,18.6157,0.88355,1.11738,0.93196,0.99423,1,0.995,0.995,0.27971,0.55628,0.77437,0.0010496,0.0010496,0.0010496
26,19.2574,0.78241,0.96473,0.92659,0.99566,1,0.995,0.995,0.26093,0.45329,0.77007,0.00101,0.00101,0.00101
27,19.9059,0.759,0.98089,0.9028,0.99571,1,0.995,0.98502,0.2555,0.42166,0.7659,0.0009704,0.0009704,0.0009704
28,20.5552,0.75936,0.92362,0.92345,0.99558,1,0.995,0.95504,0.28396,0.42015,0.76868,0.0009308,0.0009308,0.0009308
29,21.1943,0.81566,0.95493,0.92856,0.99548,1,0.995,0.95504,0.29371,0.42536,0.76946,0.0008912,0.0008912,0.0008912
30,21.8357,0.82758,1.00804,0.92674,0.99517,1,0.995,0.94933,0.29569,0.43414,0.76882,0.0008516,0.0008516,0.0008516
31,22.481,0.80309,0.95946,0.89619,0.99513,1,0.995,0.96139,0.3088,0.47051,0.76783,0.000812,0.000812,0.000812
32,23.1301,0.76833,0.93358,0.91603,0.9948,1,0.995,0.97178,0.26573,0.44085,0.76022,0.0007724,0.0007724,0.0007724
33,23.765,0.73623,0.8581,0.91273,0.99427,1,0.995,0.96725,0.25502,0.3744,0.7577,0.0007328,0.0007328,0.0007328
34,24.4023,0.79793,0.86338,0.90111,0.99446,1,0.995,0.97169,0.2633,0.36161,0.75786,0.0006932,0.0006932,0.0006932
35,25.0571,0.7692,0.89509,0.88667,0.99446,1,0.995,0.98502,0.26503,0.36197,0.75751,0.0006536,0.0006536,0.0006536
36,25.7247,0.81538,0.9049,0.92409,0.99472,1,0.995,0.97303,0.25162,0.36001,0.75592,0.000614,0.000614,0.000614
37,26.3626,0.81449,0.85731,0.90832,0.99489,1,0.995,0.98302,0.2529,0.33679,0.75646,0.0005744,0.0005744,0.0005744
38,27.0454,0.76535,0.83005,0.91032,0.99518,1,0.995,0.97303,0.26674,0.3241,0.75533,0.0005348,0.0005348,0.0005348
39,27.6932,0.70509,0.83682,0.88423,0.99523,1,0.995,0.97303,0.28484,0.34692,0.75626,0.0004952,0.0004952,0.0004952
40,28.3449,0.79213,0.91094,0.91578,0.99541,1,0.995,0.98402,0.26276,0.3341,0.75717,0.0004556,0.0004556,0.0004556
41,31.5728,0.66943,1.04106,0.86272,0.9955,1,0.995,0.995,0.24327,0.33474,0.7565,0.000416,0.000416,0.000416
42,32.3067,0.68747,0.97704,0.89161,0.99588,1,0.995,0.995,0.23182,0.36935,0.75624,0.0003764,0.0003764,0.0003764
43,32.9684,0.66774,0.96615,0.88609,0.99647,1,0.995,0.995,0.23392,0.4106,0.75844,0.0003368,0.0003368,0.0003368
44,33.608,0.6713,0.9953,0.85997,0.99676,1,0.995,0.995,0.23283,0.45994,0.75861,0.0002972,0.0002972,0.0002972
45,34.2571,0.716,0.99917,0.8753,0.99591,1,0.995,0.98102,0.23173,0.42792,0.757,0.0002576,0.0002576,0.0002576
46,34.9055,0.67394,1.02979,0.87409,0.99528,1,0.995,0.98002,0.23309,0.39272,0.7555,0.000218,0.000218,0.000218
47,35.5769,0.64665,0.93013,0.86862,0.99507,1,0.995,0.97902,0.23389,0.36833,0.75375,0.0001784,0.0001784,0.0001784
48,36.2261,0.71993,1.00558,0.86362,0.99491,1,0.995,0.97702,0.23664,0.32308,0.75188,0.0001388,0.0001388,0.0001388
49,36.87,0.61773,0.94809,0.86256,0.9948,1,0.995,0.97702,0.23674,0.31597,0.75222,9.92e-05,9.92e-05,9.92e-05
50,37.5236,0.62812,0.88346,0.86454,0.99472,1,0.995,0.97702,0.23814,0.31366,0.75111,5.96e-05,5.96e-05,5.96e-05
